id,page_views,user_group
38106,7267,Group2
38107,7045,Group2
38108,6866,Group2
38109,6700,Group2
38110,6638,Group2
38111,6605,Group2
38112,6601,Group2
38113,5741,Group2
38114,5623,Group2
38115,5611,Group2
38116,5403,Group2
38117,5287,Group2
38118,5096,Group2
38119,5076,Group2
38120,4886,Group2
38121,4760,Group2
38122,4484,Group2
38123,4475,Group2
38124,4381,Group2
38125,4367,Group2
38126,4236,Group2
38127,4080,Group2
38128,4029,Group2
38129,4017,Group2
38130,4007,Group2
38131,3957,Group2
38132,3842,Group2
38133,3696,Group2
38134,3566,Group2
38135,3558,Group2
38136,3382,Group2
38137,3364,Group2
38138,3236,Group2
38139,3187,Group2
38140,3180,Group2
38141,3041,Group2
38142,2986,Group2
38143,2922,Group2
38144,2892,Group2
38145,2872,Group2
38146,2837,Group2
38147,2618,Group2
38148,2613,Group2
38149,2601,Group2
38150,2580,Group2
38151,2574,Group2
38152,2568,Group2
38153,2483,Group2
38154,2478,Group2
38155,2477,Group2
38156,2446,Group2
38157,2404,Group2
38158,2404,Group2
38159,2311,Group2
38160,2290,Group2
38161,2285,Group2
38162,2282,Group2
38163,2281,Group2
38164,2275,Group2
38165,2254,Group2
38166,2230,Group2
38167,2155,Group2
38168,2120,Group2
38169,2115,Group2
38170,2084,Group2
38171,2079,Group2
38172,2043,Group2
38173,2024,Group2
38174,2017,Group2
38175,1963,Group2
38176,1951,Group2
38177,1928,Group2
38178,1910,Group2
38179,1904,Group2
38180,1900,Group2
38181,1898,Group2
38182,1876,Group2
38183,1858,Group2
38184,1858,Group2
38185,1852,Group2
38186,1743,Group2
38187,1732,Group2
38188,1723,Group2
38189,1715,Group2
38190,1690,Group2
38191,1664,Group2
38192,1650,Group2
38193,1650,Group2
38194,1615,Group2
38195,1595,Group2
38196,1586,Group2
38197,1567,Group2
38198,1543,Group2
38199,1542,Group2
38200,1532,Group2
38201,1517,Group2
38202,1517,Group2
38203,1498,Group2
38204,1454,Group2
38205,1449,Group2
38206,1445,Group2
38207,1444,Group2
38208,1434,Group2
38209,1433,Group2
38210,1413,Group2
38211,1412,Group2
38212,1387,Group2
38213,1379,Group2
38214,1373,Group2
38215,1357,Group2
38216,1356,Group2
38217,1352,Group2
38218,1344,Group2
38219,1343,Group2
38220,1324,Group2
38221,1317,Group2
38222,1309,Group2
38223,1300,Group2
38224,1272,Group2
38225,1261,Group2
38226,1260,Group2
38227,1243,Group2
38228,1243,Group2
38229,1221,Group2
38230,1217,Group2
38231,1196,Group2
38232,1165,Group2
38233,1151,Group2
38234,1143,Group2
38235,1128,Group2
38236,1115,Group2
38237,1105,Group2
38238,1102,Group2
38239,1082,Group2
38240,1081,Group2
38241,1081,Group2
38242,1078,Group2
38243,1077,Group2
38244,1074,Group2
38245,1071,Group2
38246,1067,Group2
38247,1062,Group2
38248,1061,Group2
38249,1051,Group2
38250,1049,Group2
38251,1047,Group2
38252,1041,Group2
38253,1041,Group2
38254,1041,Group2
38255,1040,Group2
38256,1034,Group2
38257,1028,Group2
38258,1025,Group2
38259,1019,Group2
38260,1015,Group2
38261,1013,Group2
38262,1010,Group2
38263,1006,Group2
38264,998,Group2
38265,997,Group2
38266,997,Group2
38267,994,Group2
38268,987,Group2
38269,986,Group2
38270,985,Group2
38271,983,Group2
38272,972,Group2
38273,955,Group2
38274,952,Group2
38275,949,Group2
38276,944,Group2
38277,937,Group2
38278,917,Group2
38279,914,Group2
38280,913,Group2
38281,893,Group2
38282,889,Group2
38283,884,Group2
38284,884,Group2
38285,882,Group2
38286,867,Group2
38287,865,Group2
38288,861,Group2
38289,860,Group2
38290,859,Group2
38291,856,Group2
38292,838,Group2
38293,835,Group2
38294,832,Group2
38295,831,Group2
38296,830,Group2
38297,829,Group2
38298,824,Group2
38299,822,Group2
38300,812,Group2
38301,806,Group2
38302,802,Group2
38303,798,Group2
38304,790,Group2
38305,788,Group2
38306,784,Group2
38307,782,Group2
38308,776,Group2
38309,775,Group2
38310,773,Group2
38311,772,Group2
38312,772,Group2
38313,771,Group2
38314,771,Group2
38315,765,Group2
38316,758,Group2
38317,757,Group2
38318,747,Group2
38319,747,Group2
38320,747,Group2
38321,745,Group2
38322,745,Group2
38323,739,Group2
38324,736,Group2
38325,732,Group2
38326,729,Group2
38327,725,Group2
38328,714,Group2
38329,705,Group2
38330,703,Group2
38331,699,Group2
38332,696,Group2
38333,695,Group2
38334,691,Group2
38335,690,Group2
38336,681,Group2
38337,680,Group2
38338,673,Group2
38339,672,Group2
38340,671,Group2
38341,670,Group2
38342,667,Group2
38343,666,Group2
38344,665,Group2
38345,664,Group2
38346,664,Group2
38347,664,Group2
38348,663,Group2
38349,660,Group2
38350,660,Group2
38351,656,Group2
38352,653,Group2
38353,651,Group2
38354,650,Group2
38355,648,Group2
38356,647,Group2
38357,646,Group2
38358,645,Group2
38359,638,Group2
38360,636,Group2
38361,634,Group2
38362,634,Group2
38363,634,Group2
38364,631,Group2
38365,631,Group2
38366,629,Group2
38367,627,Group2
38368,626,Group2
38369,626,Group2
38370,625,Group2
38371,623,Group2
38372,621,Group2
38373,620,Group2
38374,620,Group2
38375,620,Group2
38376,615,Group2
38377,614,Group2
38378,611,Group2
38379,609,Group2
38380,607,Group2
38381,606,Group2
38382,605,Group2
38383,605,Group2
38384,604,Group2
38385,604,Group2
38386,604,Group2
38387,603,Group2
38388,601,Group2
38389,599,Group2
38390,596,Group2
38391,595,Group2
38392,594,Group2
38393,594,Group2
38394,593,Group2
38395,593,Group2
38396,589,Group2
38397,586,Group2
38398,583,Group2
38399,582,Group2
38400,581,Group2
38401,577,Group2
38402,576,Group2
38403,574,Group2
38404,570,Group2
38405,568,Group2
38406,567,Group2
38407,565,Group2
38408,565,Group2
38409,562,Group2
38410,562,Group2
38411,560,Group2
38412,559,Group2
38413,556,Group2
38414,554,Group2
38415,552,Group2
38416,552,Group2
38417,550,Group2
38418,549,Group2
38419,549,Group2
38420,548,Group2
38421,546,Group2
38422,546,Group2
38423,544,Group2
38424,542,Group2
38425,540,Group2
38426,538,Group2
38427,537,Group2
38428,536,Group2
38429,531,Group2
38430,531,Group2
38431,529,Group2
38432,528,Group2
38433,523,Group2
38434,523,Group2
38435,522,Group2
38436,512,Group2
38437,511,Group2
38438,511,Group2
38439,511,Group2
38440,511,Group2
38441,509,Group2
38442,505,Group2
38443,505,Group2
38444,502,Group2
38445,502,Group2
38446,501,Group2
38447,501,Group2
38448,501,Group2
38449,500,Group2
38450,497,Group2
38451,496,Group2
38452,493,Group2
38453,491,Group2
38454,485,Group2
38455,485,Group2
38456,484,Group2
38457,483,Group2
38458,483,Group2
38459,483,Group2
38460,481,Group2
38461,478,Group2
38462,478,Group2
38463,476,Group2
38464,474,Group2
38465,474,Group2
38466,473,Group2
38467,472,Group2
38468,470,Group2
38469,469,Group2
38470,469,Group2
38471,468,Group2
38472,465,Group2
38473,465,Group2
38474,462,Group2
38475,462,Group2
38476,461,Group2
38477,461,Group2
38478,460,Group2
38479,459,Group2
38480,457,Group2
38481,455,Group2
38482,451,Group2
38483,450,Group2
38484,450,Group2
38485,450,Group2
38486,450,Group2
38487,450,Group2
38488,449,Group2
38489,448,Group2
38490,448,Group2
38491,447,Group2
38492,446,Group2
38493,446,Group2
38494,445,Group2
38495,442,Group2
38496,442,Group2
38497,442,Group2
38498,442,Group2
38499,439,Group2
38500,439,Group2
38501,438,Group2
38502,437,Group2
38503,437,Group2
38504,436,Group2
38505,435,Group2
38506,434,Group2
38507,431,Group2
38508,429,Group2
38509,428,Group2
38510,428,Group2
38511,428,Group2
38512,427,Group2
38513,426,Group2
38514,425,Group2
38515,424,Group2
38516,423,Group2
38517,421,Group2
38518,420,Group2
38519,419,Group2
38520,418,Group2
38521,417,Group2
38522,415,Group2
38523,412,Group2
38524,412,Group2
38525,411,Group2
38526,410,Group2
38527,410,Group2
38528,409,Group2
38529,409,Group2
38530,409,Group2
38531,407,Group2
38532,405,Group2
38533,404,Group2
38534,404,Group2
38535,398,Group2
38536,394,Group2
38537,394,Group2
38538,393,Group2
38539,392,Group2
38540,392,Group2
38541,391,Group2
38542,389,Group2
38543,389,Group2
38544,388,Group2
38545,388,Group2
38546,386,Group2
38547,386,Group2
38548,385,Group2
38549,384,Group2
38550,384,Group2
38551,384,Group2
38552,383,Group2
38553,383,Group2
38554,383,Group2
38555,381,Group2
38556,379,Group2
38557,379,Group2
38558,378,Group2
38559,377,Group2
38560,377,Group2
38561,377,Group2
38562,375,Group2
38563,375,Group2
38564,373,Group2
38565,372,Group2
38566,371,Group2
38567,370,Group2
38568,368,Group2
38569,367,Group2
38570,367,Group2
38571,367,Group2
38572,366,Group2
38573,365,Group2
38574,365,Group2
38575,365,Group2
38576,365,Group2
38577,364,Group2
38578,364,Group2
38579,363,Group2
38580,363,Group2
38581,362,Group2
38582,362,Group2
38583,361,Group2
38584,361,Group2
38585,357,Group2
38586,357,Group2
38587,355,Group2
38588,355,Group2
38589,354,Group2
38590,353,Group2
38591,350,Group2
38592,348,Group2
38593,348,Group2
38594,348,Group2
38595,347,Group2
38596,346,Group2
38597,346,Group2
38598,344,Group2
38599,342,Group2
38600,342,Group2
38601,341,Group2
38602,341,Group2
38603,338,Group2
38604,338,Group2
38605,336,Group2
38606,336,Group2
38607,335,Group2
38608,333,Group2
38609,331,Group2
38610,330,Group2
38611,330,Group2
38612,327,Group2
38613,327,Group2
38614,326,Group2
38615,326,Group2
38616,325,Group2
38617,324,Group2
38618,323,Group2
38619,323,Group2
38620,323,Group2
38621,323,Group2
38622,322,Group2
38623,322,Group2
38624,320,Group2
38625,319,Group2
38626,318,Group2
38627,317,Group2
38628,317,Group2
38629,316,Group2
38630,315,Group2
38631,315,Group2
38632,314,Group2
38633,314,Group2
38634,314,Group2
38635,314,Group2
38636,313,Group2
38637,312,Group2
38638,311,Group2
38639,311,Group2
38640,309,Group2
38641,309,Group2
38642,308,Group2
38643,308,Group2
38644,308,Group2
38645,306,Group2
38646,305,Group2
38647,304,Group2
38648,303,Group2
38649,303,Group2
38650,302,Group2
38651,301,Group2
38652,300,Group2
38653,299,Group2
38654,299,Group2
38655,298,Group2
38656,298,Group2
38657,294,Group2
38658,294,Group2
38659,293,Group2
38660,291,Group2
38661,290,Group2
38662,290,Group2
38663,290,Group2
38664,290,Group2
38665,289,Group2
38666,289,Group2
38667,289,Group2
38668,289,Group2
38669,287,Group2
38670,285,Group2
38671,285,Group2
38672,285,Group2
38673,285,Group2
38674,285,Group2
38675,285,Group2
38676,279,Group2
38677,278,Group2
38678,278,Group2
38679,278,Group2
38680,277,Group2
38681,277,Group2
38682,275,Group2
38683,275,Group2
38684,274,Group2
38685,273,Group2
38686,273,Group2
38687,273,Group2
38688,272,Group2
38689,271,Group2
38690,270,Group2
38691,270,Group2
38692,270,Group2
38693,270,Group2
38694,269,Group2
38695,268,Group2
38696,267,Group2
38697,267,Group2
38698,264,Group2
38699,264,Group2
38700,264,Group2
38701,263,Group2
38702,263,Group2
38703,263,Group2
38704,262,Group2
38705,262,Group2
38706,261,Group2
38707,261,Group2
38708,261,Group2
38709,260,Group2
38710,260,Group2
38711,260,Group2
38712,259,Group2
38713,258,Group2
38714,257,Group2
38715,257,Group2
38716,257,Group2
38717,257,Group2
38718,256,Group2
38719,255,Group2
38720,254,Group2
38721,254,Group2
38722,253,Group2
38723,253,Group2
38724,253,Group2
38725,252,Group2
38726,252,Group2
38727,252,Group2
38728,252,Group2
38729,251,Group2
38730,251,Group2
38731,251,Group2
38732,251,Group2
38733,249,Group2
38734,248,Group2
38735,248,Group2
38736,246,Group2
38737,246,Group2
38738,246,Group2
38739,245,Group2
38740,245,Group2
38741,245,Group2
38742,245,Group2
38743,244,Group2
38744,243,Group2
38745,243,Group2
38746,243,Group2
38747,242,Group2
38748,241,Group2
38749,241,Group2
38750,240,Group2
38751,240,Group2
38752,240,Group2
38753,239,Group2
38754,239,Group2
38755,239,Group2
38756,239,Group2
38757,239,Group2
38758,239,Group2
38759,238,Group2
38760,238,Group2
38761,237,Group2
38762,237,Group2
38763,237,Group2
38764,237,Group2
38765,236,Group2
38766,236,Group2
38767,236,Group2
38768,236,Group2
38769,236,Group2
38770,236,Group2
38771,236,Group2
38772,235,Group2
38773,234,Group2
38774,234,Group2
38775,233,Group2
38776,232,Group2
38777,232,Group2
38778,231,Group2
38779,230,Group2
38780,230,Group2
38781,230,Group2
38782,229,Group2
38783,229,Group2
38784,229,Group2
38785,229,Group2
38786,228,Group2
38787,228,Group2
38788,228,Group2
38789,227,Group2
38790,226,Group2
38791,226,Group2
38792,225,Group2
38793,225,Group2
38794,224,Group2
38795,223,Group2
38796,223,Group2
38797,222,Group2
38798,222,Group2
38799,221,Group2
38800,221,Group2
38801,221,Group2
38802,220,Group2
38803,220,Group2
38804,220,Group2
38805,220,Group2
38806,220,Group2
38807,219,Group2
38808,219,Group2
38809,219,Group2
38810,219,Group2
38811,218,Group2
38812,218,Group2
38813,218,Group2
38814,217,Group2
38815,217,Group2
38816,217,Group2
38817,216,Group2
38818,216,Group2
38819,216,Group2
38820,216,Group2
38821,215,Group2
38822,215,Group2
38823,215,Group2
38824,214,Group2
38825,214,Group2
38826,214,Group2
38827,214,Group2
38828,214,Group2
38829,213,Group2
38830,213,Group2
38831,212,Group2
38832,212,Group2
38833,211,Group2
38834,210,Group2
38835,210,Group2
38836,209,Group2
38837,209,Group2
38838,209,Group2
38839,209,Group2
38840,209,Group2
38841,208,Group2
38842,208,Group2
38843,208,Group2
38844,208,Group2
38845,207,Group2
38846,207,Group2
38847,207,Group2
38848,206,Group2
38849,206,Group2
38850,206,Group2
38851,205,Group2
38852,204,Group2
38853,204,Group2
38854,204,Group2
38855,203,Group2
38856,203,Group2
38857,203,Group2
38858,202,Group2
38859,202,Group2
38860,202,Group2
38861,202,Group2
38862,202,Group2
38863,201,Group2
38864,201,Group2
38865,200,Group2
38866,200,Group2
38867,200,Group2
38868,200,Group2
38869,199,Group2
38870,199,Group2
38871,199,Group2
38872,199,Group2
38873,199,Group2
38874,198,Group2
38875,197,Group2
38876,197,Group2
38877,196,Group2
38878,196,Group2
38879,195,Group2
38880,195,Group2
38881,195,Group2
38882,194,Group2
38883,194,Group2
38884,194,Group2
38885,193,Group2
38886,192,Group2
38887,191,Group2
38888,191,Group2
38889,191,Group2
38890,190,Group2
38891,190,Group2
38892,190,Group2
38893,190,Group2
38894,190,Group2
38895,190,Group2
38896,190,Group2
38897,189,Group2
38898,189,Group2
38899,188,Group2
38900,188,Group2
38901,188,Group2
38902,188,Group2
38903,188,Group2
38904,188,Group2
38905,187,Group2
38906,187,Group2
38907,187,Group2
38908,186,Group2
38909,186,Group2
38910,186,Group2
38911,186,Group2
38912,186,Group2
38913,186,Group2
38914,186,Group2
38915,186,Group2
38916,185,Group2
38917,185,Group2
38918,185,Group2
38919,184,Group2
38920,184,Group2
38921,184,Group2
38922,184,Group2
38923,183,Group2
38924,183,Group2
38925,183,Group2
38926,182,Group2
38927,182,Group2
38928,182,Group2
38929,181,Group2
38930,181,Group2
38931,180,Group2
38932,180,Group2
38933,179,Group2
38934,179,Group2
38935,179,Group2
38936,178,Group2
38937,178,Group2
38938,178,Group2
38939,178,Group2
38940,178,Group2
38941,178,Group2
38942,177,Group2
38943,177,Group2
38944,177,Group2
38945,176,Group2
38946,176,Group2
38947,176,Group2
38948,176,Group2
38949,175,Group2
38950,175,Group2
38951,175,Group2
38952,174,Group2
38953,174,Group2
38954,173,Group2
38955,173,Group2
38956,173,Group2
38957,173,Group2
38958,173,Group2
38959,172,Group2
38960,171,Group2
38961,171,Group2
38962,171,Group2
38963,170,Group2
38964,170,Group2
38965,169,Group2
38966,169,Group2
38967,169,Group2
38968,169,Group2
38969,168,Group2
38970,168,Group2
38971,168,Group2
38972,168,Group2
38973,168,Group2
38974,168,Group2
38975,167,Group2
38976,167,Group2
38977,167,Group2
38978,167,Group2
38979,167,Group2
38980,167,Group2
38981,167,Group2
38982,167,Group2
38983,167,Group2
38984,167,Group2
38985,167,Group2
38986,166,Group2
38987,166,Group2
38988,166,Group2
38989,166,Group2
38990,165,Group2
38991,165,Group2
38992,165,Group2
38993,165,Group2
38994,165,Group2
38995,164,Group2
38996,164,Group2
38997,164,Group2
38998,164,Group2
38999,164,Group2
39000,164,Group2
39001,164,Group2
39002,164,Group2
39003,164,Group2
39004,163,Group2
39005,163,Group2
39006,163,Group2
39007,163,Group2
39008,163,Group2
39009,163,Group2
39010,162,Group2
39011,162,Group2
39012,162,Group2
39013,162,Group2
39014,161,Group2
39015,161,Group2
39016,161,Group2
39017,160,Group2
39018,159,Group2
39019,159,Group2
39020,159,Group2
39021,159,Group2
39022,159,Group2
39023,158,Group2
39024,158,Group2
39025,157,Group2
39026,156,Group2
39027,156,Group2
39028,156,Group2
39029,156,Group2
39030,156,Group2
39031,155,Group2
39032,155,Group2
39033,155,Group2
39034,155,Group2
39035,154,Group2
39036,154,Group2
39037,154,Group2
39038,154,Group2
39039,154,Group2
39040,153,Group2
39041,153,Group2
39042,152,Group2
39043,152,Group2
39044,151,Group2
39045,151,Group2
39046,150,Group2
39047,150,Group2
39048,150,Group2
39049,150,Group2
39050,150,Group2
39051,150,Group2
39052,149,Group2
39053,149,Group2
39054,149,Group2
39055,148,Group2
39056,148,Group2
39057,148,Group2
39058,148,Group2
39059,148,Group2
39060,147,Group2
39061,147,Group2
39062,146,Group2
39063,146,Group2
39064,146,Group2
39065,146,Group2
39066,146,Group2
39067,145,Group2
39068,145,Group2
39069,144,Group2
39070,144,Group2
39071,144,Group2
39072,144,Group2
39073,143,Group2
39074,143,Group2
39075,143,Group2
39076,142,Group2
39077,142,Group2
39078,142,Group2
39079,142,Group2
39080,142,Group2
39081,142,Group2
39082,142,Group2
39083,141,Group2
39084,141,Group2
39085,141,Group2
39086,141,Group2
39087,140,Group2
39088,140,Group2
39089,140,Group2
39090,140,Group2
39091,140,Group2
39092,140,Group2
39093,140,Group2
39094,140,Group2
39095,139,Group2
39096,139,Group2
39097,139,Group2
39098,138,Group2
39099,138,Group2
39100,138,Group2
39101,138,Group2
39102,138,Group2
39103,137,Group2
39104,137,Group2
39105,136,Group2
39106,136,Group2
39107,136,Group2
39108,136,Group2
39109,136,Group2
39110,136,Group2
39111,135,Group2
39112,135,Group2
39113,135,Group2
39114,135,Group2
39115,135,Group2
39116,134,Group2
39117,134,Group2
39118,134,Group2
39119,134,Group2
39120,134,Group2
39121,133,Group2
39122,133,Group2
39123,133,Group2
39124,133,Group2
39125,132,Group2
39126,132,Group2
39127,132,Group2
39128,132,Group2
39129,132,Group2
39130,132,Group2
39131,131,Group2
39132,131,Group2
39133,131,Group2
39134,131,Group2
39135,131,Group2
39136,131,Group2
39137,131,Group2
39138,130,Group2
39139,130,Group2
39140,130,Group2
39141,129,Group2
39142,129,Group2
39143,129,Group2
39144,129,Group2
39145,129,Group2
39146,129,Group2
39147,129,Group2
39148,129,Group2
39149,128,Group2
39150,128,Group2
39151,128,Group2
39152,128,Group2
39153,128,Group2
39154,127,Group2
39155,127,Group2
39156,127,Group2
39157,127,Group2
39158,126,Group2
39159,126,Group2
39160,126,Group2
39161,126,Group2
39162,125,Group2
39163,125,Group2
39164,125,Group2
39165,125,Group2
39166,125,Group2
39167,125,Group2
39168,125,Group2
39169,124,Group2
39170,124,Group2
39171,124,Group2
39172,124,Group2
39173,123,Group2
39174,123,Group2
39175,123,Group2
39176,123,Group2
39177,123,Group2
39178,123,Group2
39179,123,Group2
39180,123,Group2
39181,123,Group2
39182,122,Group2
39183,122,Group2
39184,122,Group2
39185,122,Group2
39186,122,Group2
39187,122,Group2
39188,121,Group2
39189,121,Group2
39190,121,Group2
39191,121,Group2
39192,120,Group2
39193,120,Group2
39194,120,Group2
39195,120,Group2
39196,120,Group2
39197,120,Group2
39198,119,Group2
39199,119,Group2
39200,119,Group2
39201,119,Group2
39202,119,Group2
39203,119,Group2
39204,119,Group2
39205,119,Group2
39206,118,Group2
39207,118,Group2
39208,118,Group2
39209,118,Group2
39210,118,Group2
39211,118,Group2
39212,117,Group2
39213,117,Group2
39214,117,Group2
39215,117,Group2
39216,116,Group2
39217,116,Group2
39218,116,Group2
39219,116,Group2
39220,115,Group2
39221,115,Group2
39222,115,Group2
39223,115,Group2
39224,115,Group2
39225,114,Group2
39226,114,Group2
39227,114,Group2
39228,114,Group2
39229,114,Group2
39230,114,Group2
39231,114,Group2
39232,113,Group2
39233,113,Group2
39234,113,Group2
39235,113,Group2
39236,113,Group2
39237,113,Group2
39238,112,Group2
39239,112,Group2
39240,112,Group2
39241,112,Group2
39242,112,Group2
39243,112,Group2
39244,112,Group2
39245,111,Group2
39246,111,Group2
39247,111,Group2
39248,111,Group2
39249,111,Group2
39250,111,Group2
39251,111,Group2
39252,111,Group2
39253,110,Group2
39254,110,Group2
39255,110,Group2
39256,110,Group2
39257,110,Group2
39258,110,Group2
39259,110,Group2
39260,110,Group2
39261,110,Group2
39262,110,Group2
39263,109,Group2
39264,109,Group2
39265,109,Group2
39266,109,Group2
39267,109,Group2
39268,109,Group2
39269,108,Group2
39270,108,Group2
39271,108,Group2
39272,108,Group2
39273,108,Group2
39274,107,Group2
39275,107,Group2
39276,107,Group2
39277,107,Group2
39278,107,Group2
39279,107,Group2
39280,107,Group2
39281,106,Group2
39282,106,Group2
39283,106,Group2
39284,106,Group2
39285,106,Group2
39286,106,Group2
39287,106,Group2
39288,106,Group2
39289,105,Group2
39290,105,Group2
39291,105,Group2
39292,105,Group2
39293,105,Group2
39294,105,Group2
39295,105,Group2
39296,105,Group2
39297,105,Group2
39298,105,Group2
39299,104,Group2
39300,104,Group2
39301,104,Group2
39302,104,Group2
39303,104,Group2
39304,104,Group2
39305,104,Group2
39306,104,Group2
39307,104,Group2
39308,104,Group2
39309,104,Group2
39310,104,Group2
39311,103,Group2
39312,103,Group2
39313,103,Group2
39314,103,Group2
39315,103,Group2
39316,103,Group2
39317,103,Group2
39318,103,Group2
39319,103,Group2
39320,103,Group2
39321,102,Group2
39322,102,Group2
39323,102,Group2
39324,102,Group2
39325,102,Group2
39326,101,Group2
39327,101,Group2
39328,101,Group2
39329,101,Group2
39330,101,Group2
39331,101,Group2
39332,101,Group2
39333,101,Group2
39334,101,Group2
39335,100,Group2
39336,100,Group2
39337,100,Group2
39338,100,Group2
39339,100,Group2
39340,100,Group2
39341,100,Group2
39342,100,Group2
39343,100,Group2
39344,100,Group2
39345,100,Group2
39346,99,Group2
39347,99,Group2
39348,99,Group2
39349,99,Group2
39350,99,Group2
39351,98,Group2
39352,98,Group2
39353,98,Group2
39354,98,Group2
39355,97,Group2
39356,97,Group2
39357,97,Group2
39358,97,Group2
39359,97,Group2
39360,97,Group2
39361,97,Group2
39362,97,Group2
39363,97,Group2
39364,97,Group2
39365,97,Group2
39366,96,Group2
39367,96,Group2
39368,96,Group2
39369,96,Group2
39370,96,Group2
39371,96,Group2
39372,95,Group2
39373,95,Group2
39374,95,Group2
39375,95,Group2
39376,95,Group2
39377,95,Group2
39378,94,Group2
39379,94,Group2
39380,94,Group2
39381,94,Group2
39382,94,Group2
39383,94,Group2
39384,94,Group2
39385,94,Group2
39386,94,Group2
39387,94,Group2
39388,94,Group2
39389,94,Group2
39390,94,Group2
39391,93,Group2
39392,93,Group2
39393,93,Group2
39394,93,Group2
39395,93,Group2
39396,93,Group2
39397,93,Group2
39398,93,Group2
39399,93,Group2
39400,93,Group2
39401,93,Group2
39402,93,Group2
39403,93,Group2
39404,92,Group2
39405,92,Group2
39406,92,Group2
39407,92,Group2
39408,92,Group2
39409,92,Group2
39410,92,Group2
39411,92,Group2
39412,92,Group2
39413,92,Group2
39414,92,Group2
39415,92,Group2
39416,91,Group2
39417,91,Group2
39418,91,Group2
39419,91,Group2
39420,91,Group2
39421,91,Group2
39422,90,Group2
39423,90,Group2
39424,90,Group2
39425,90,Group2
39426,90,Group2
39427,90,Group2
39428,89,Group2
39429,89,Group2
39430,89,Group2
39431,89,Group2
39432,89,Group2
39433,89,Group2
39434,89,Group2
39435,89,Group2
39436,89,Group2
39437,89,Group2
39438,89,Group2
39439,89,Group2
39440,89,Group2
39441,88,Group2
39442,88,Group2
39443,88,Group2
39444,88,Group2
39445,88,Group2
39446,88,Group2
39447,88,Group2
39448,88,Group2
39449,87,Group2
39450,87,Group2
39451,87,Group2
39452,87,Group2
39453,87,Group2
39454,87,Group2
39455,86,Group2
39456,86,Group2
39457,86,Group2
39458,86,Group2
39459,86,Group2
39460,86,Group2
39461,86,Group2
39462,86,Group2
39463,85,Group2
39464,85,Group2
39465,85,Group2
39466,85,Group2
39467,85,Group2
39468,85,Group2
39469,85,Group2
39470,85,Group2
39471,85,Group2
39472,85,Group2
39473,84,Group2
39474,84,Group2
39475,84,Group2
39476,84,Group2
39477,84,Group2
39478,83,Group2
39479,83,Group2
39480,83,Group2
39481,83,Group2
39482,83,Group2
39483,83,Group2
39484,83,Group2
39485,83,Group2
39486,83,Group2
39487,83,Group2
39488,83,Group2
39489,83,Group2
39490,83,Group2
39491,83,Group2
39492,82,Group2
39493,82,Group2
39494,82,Group2
39495,82,Group2
39496,82,Group2
39497,82,Group2
39498,82,Group2
39499,82,Group2
39500,82,Group2
39501,82,Group2
39502,82,Group2
39503,81,Group2
39504,81,Group2
39505,81,Group2
39506,81,Group2
39507,81,Group2
39508,81,Group2
39509,81,Group2
39510,81,Group2
39511,81,Group2
39512,81,Group2
39513,80,Group2
39514,80,Group2
39515,80,Group2
39516,80,Group2
39517,80,Group2
39518,80,Group2
39519,80,Group2
39520,79,Group2
39521,79,Group2
39522,79,Group2
39523,79,Group2
39524,79,Group2
39525,79,Group2
39526,79,Group2
39527,79,Group2
39528,79,Group2
39529,79,Group2
39530,79,Group2
39531,78,Group2
39532,78,Group2
39533,78,Group2
39534,78,Group2
39535,78,Group2
39536,78,Group2
39537,78,Group2
39538,78,Group2
39539,78,Group2
39540,78,Group2
39541,78,Group2
39542,78,Group2
39543,78,Group2
39544,78,Group2
39545,78,Group2
39546,77,Group2
39547,77,Group2
39548,77,Group2
39549,77,Group2
39550,77,Group2
39551,77,Group2
39552,77,Group2
39553,77,Group2
39554,77,Group2
39555,77,Group2
39556,77,Group2
39557,76,Group2
39558,76,Group2
39559,76,Group2
39560,76,Group2
39561,76,Group2
39562,76,Group2
39563,76,Group2
39564,76,Group2
39565,76,Group2
39566,76,Group2
39567,75,Group2
39568,75,Group2
39569,75,Group2
39570,75,Group2
39571,75,Group2
39572,75,Group2
39573,75,Group2
39574,75,Group2
39575,75,Group2
39576,75,Group2
39577,75,Group2
39578,75,Group2
39579,74,Group2
39580,74,Group2
39581,74,Group2
39582,74,Group2
39583,74,Group2
39584,74,Group2
39585,74,Group2
39586,74,Group2
39587,74,Group2
39588,74,Group2
39589,73,Group2
39590,73,Group2
39591,73,Group2
39592,73,Group2
39593,73,Group2
39594,73,Group2
39595,73,Group2
39596,73,Group2
39597,73,Group2
39598,73,Group2
39599,72,Group2
39600,72,Group2
39601,72,Group2
39602,72,Group2
39603,72,Group2
39604,72,Group2
39605,72,Group2
39606,72,Group2
39607,72,Group2
39608,71,Group2
39609,71,Group2
39610,71,Group2
39611,71,Group2
39612,71,Group2
39613,71,Group2
39614,71,Group2
39615,71,Group2
39616,71,Group2
39617,71,Group2
39618,71,Group2
39619,71,Group2
39620,71,Group2
39621,71,Group2
39622,71,Group2
39623,71,Group2
39624,71,Group2
39625,71,Group2
39626,71,Group2
39627,70,Group2
39628,70,Group2
39629,70,Group2
39630,70,Group2
39631,70,Group2
39632,70,Group2
39633,70,Group2
39634,70,Group2
39635,70,Group2
39636,70,Group2
39637,70,Group2
39638,70,Group2
39639,70,Group2
39640,70,Group2
39641,69,Group2
