id,sent_requests,user_group
1653,2,Group1
1654,2,Group2
1655,2,Group1
1656,2,Group2
1657,2,Group1
1658,2,Group1
1659,2,Group2
1660,2,Group2
1661,2,Group1
1662,2,Group1
1663,2,Group2
1664,2,Group2
1665,2,Group1
1666,2,Group1
1667,2,Group2
1668,2,Group2
1669,2,Group1
1670,2,Group2
1671,2,Group2
1672,2,Group2
1673,2,Group1
1674,2,Group2
1675,2,Group2
1676,2,Group2
1677,2,Group2
1678,2,Group2
1679,2,Group1
1680,2,Group1
1681,2,Group1
1682,1,Group2
1683,1,Group1
1684,1,Group1
1685,1,Group1
1686,1,Group1
1687,1,Group1
1688,1,Group1
1689,1,Group1
1690,1,Group2
1691,1,Group1
1692,1,Group1
1693,1,Group2
1694,1,Group1
1695,1,Group1
1696,1,Group1
1697,1,Group1
1698,1,Group2
1699,1,Group1
1700,1,Group1
1701,1,Group1
1702,1,Group1
1703,1,Group1
1704,1,Group1
1705,1,Group1
1706,1,Group2
1707,1,Group1
1708,1,Group1
1709,1,Group2
1710,1,Group1
1711,1,Group1
1712,1,Group1
1713,1,Group1
1714,1,Group2
1715,1,Group1
1716,1,Group1
1717,1,Group1
1718,1,Group2
1719,1,Group1
1720,1,Group1
1721,1,Group1
1722,1,Group2
1723,1,Group1
1724,1,Group2
1725,1,Group2
1726,1,Group2
1727,1,Group1
1728,1,Group1
1729,1,Group1
1730,1,Group2
1731,1,Group1
1732,1,Group2
1733,1,Group1
1734,1,Group2
1735,1,Group2
1736,1,Group1
1737,1,Group1
1738,1,Group2
1739,1,Group1
1740,1,Group2
1741,1,Group2
1742,1,Group2
1743,1,Group2
1744,1,Group1
1745,1,Group1
1746,1,Group2
1747,1,Group2
1748,1,Group2
1749,1,Group1
1750,1,Group2
1751,1,Group2
1752,1,Group1
1753,1,Group1
1754,1,Group2
1755,1,Group2
1756,1,Group2
1757,1,Group2
1758,1,Group2
1759,1,Group2
1760,1,Group1
1761,1,Group1
1762,1,Group2
1763,1,Group2
1764,1,Group2
1765,1,Group1
1766,1,Group2
1767,1,Group2
1768,1,Group1
1769,1,Group1
1770,1,Group2
1771,1,Group2
1772,1,Group2
1773,1,Group2
1774,1,Group2
1775,1,Group2
1776,1,Group1
1777,1,Group1
1778,1,Group2
1779,1,Group2
1780,1,Group2
1781,1,Group1
1782,1,Group2
1783,1,Group2
1784,1,Group1
1785,1,Group1
1786,1,Group2
1787,1,Group2
1788,1,Group2
1789,1,Group2
1790,1,Group2
1791,1,Group2
1792,1,Group1
1793,1,Group2
1794,1,Group2
1795,1,Group2
1796,1,Group2
1797,1,Group1
1798,1,Group2
1799,1,Group2
1800,1,Group1
1801,1,Group1
1802,1,Group2
1803,1,Group2
1804,1,Group2
1805,1,Group2
1806,1,Group2
1807,1,Group2
1808,1,Group2
1809,1,Group2
1810,1,Group2
1811,1,Group2
1812,1,Group2
1813,1,Group1
1814,1,Group2
1815,1,Group2
1816,1,Group2
1817,1,Group2
1818,1,Group1
1819,1,Group2
1820,1,Group2
1821,1,Group2
1822,1,Group2
1823,1,Group2
1824,1,Group2
1825,1,Group2
1826,1,Group1
1827,1,Group2
1828,1,Group2
1829,1,Group1
1830,1,Group1
1831,1,Group1
1832,1,Group2
1833,1,Group2
1834,1,Group1
1835,1,Group2
1836,1,Group2
1837,1,Group2
1838,1,Group1
1839,1,Group1
1840,1,Group2
1841,1,Group2
1842,1,Group2
1843,1,Group1
1844,1,Group1
1845,1,Group2
1846,1,Group1
1847,1,Group1
1848,1,Group2
1849,1,Group2
1850,1,Group1
1851,1,Group1
1852,1,Group1
1853,1,Group2
1854,1,Group1
1855,1,Group2
1856,1,Group2
1857,1,Group2
1858,1,Group1
1859,1,Group1
1860,1,Group1
1861,1,Group2
1862,1,Group1
1863,1,Group2
1864,1,Group1
1865,1,Group2
1866,1,Group1
1867,1,Group1
1868,1,Group1
1869,1,Group1
1870,1,Group1
1871,1,Group2
1872,1,Group2
1873,1,Group2
1874,1,Group1
1875,1,Group1
1876,1,Group2
1877,1,Group2
1878,1,Group1
1879,1,Group2
1880,1,Group2
1881,1,Group2
1882,1,Group1
1883,1,Group1
1884,1,Group2
1885,1,Group1
1886,1,Group1
1887,1,Group2
1888,1,Group1
1889,1,Group2
1890,1,Group2
1891,1,Group1
1892,1,Group2
1893,1,Group2
1894,1,Group2
1895,1,Group1
1896,1,Group2
1897,1,Group2
1898,1,Group2
1899,1,Group1
1900,1,Group2
1901,1,Group2
1902,1,Group2
1903,1,Group1
1904,1,Group2
1905,1,Group2
1906,1,Group2
1907,1,Group1
1908,1,Group2
1909,1,Group2
1910,1,Group2
1911,1,Group1
1912,1,Group2
1913,1,Group2
1914,1,Group2
1915,1,Group1
1916,1,Group2
1917,1,Group2
1918,1,Group2
1919,1,Group1
1920,1,Group2
1921,1,Group2
1922,1,Group2
1923,1,Group1
1924,1,Group1
1925,1,Group2
1926,1,Group1
1927,1,Group1
1928,1,Group1
1929,1,Group2
1930,1,Group1
1931,1,Group1
1932,1,Group2
1933,1,Group2
1934,1,Group1
1935,1,Group1
1936,1,Group2
1937,1,Group2
1938,1,Group1
1939,1,Group1
1940,1,Group1
1941,1,Group2
1942,1,Group1
1943,1,Group1
1944,1,Group1
1945,1,Group2
1946,1,Group1
1947,1,Group1
1948,1,Group1
1949,1,Group1
1950,1,Group1
1951,1,Group1
1952,1,Group1
1953,1,Group1
1954,1,Group1
1955,1,Group1
1956,1,Group1
